Symbol,Index
REDINGTON,NIFTY SMALLCAP 250
RELINFRA,NIFTY SMALLCAP 250
RPOWER,NIFTY SMALLCAP 250
SBFC,NIFTY SMALLCAP 250
SKFINDIA,NIFTY SMALLCAP 250
SAGILITY,NIFTY SMALLCAP 250
SAILIFE,NIFTY SMALLCAP 250
SAMMAANCAP,NIFTY SMALLCAP 250
SAPPHIRE,NIFTY SMALLCAP 250
SARDAEN,NIFTY SMALLCAP 250
SAREGAMA,NIFTY SMALLCAP 250
SCHNEIDER,NIFTY SMALLCAP 250
SCI,NIFTY SMALLCAP 250
SHYAMMETL,NIFTY SMALLCAP 250
SIGNATURE,NIFTY SMALLCAP 250
SOBHA,NIFTY SMALLCAP 250
SONATSOFTW,NIFTY SMALLCAP 250
STARHEALTH,NIFTY SMALLCAP 250
SUMICHEM,NIFTY SMALLCAP 250
SUNTV,NIFTY SMALLCAP 250
SUNDRMFAST,NIFTY SMALLCAP 250
SWANCORP,NIFTY SMALLCAP 250
SYRMA,NIFTY SMALLCAP 250
TBOTEK,NIFTY SMALLCAP 250
TATACHEM,NIFTY SMALLCAP 250
TTML,NIFTY SMALLCAP 250
TECHNOE,NIFTY SMALLCAP 250
TEJASNET,NIFTY SMALLCAP 250
RAMCOCEM,NIFTY SMALLCAP 250
TIMKEN,NIFTY SMALLCAP 250
TITAGARH,NIFTY SMALLCAP 250
TARIL,NIFTY SMALLCAP 250
TRIDENT,NIFTY SMALLCAP 250
TRIVENI,NIFTY SMALLCAP 250
TRITURBINE,NIFTY SMALLCAP 250
UTIAMC,NIFTY SMALLCAP 250
USHAMART,NIFTY SMALLCAP 250
VGUARD,NIFTY SMALLCAP 250
DBREALTY,NIFTY SMALLCAP 250
VTL,NIFTY SMALLCAP 250
MANYAVAR,NIFTY SMALLCAP 250
VENTIVE,NIFTY SMALLCAP 250
VIJAYA,NIFTY SMALLCAP 250
WELCORP,NIFTY SMALLCAP 250
WELSPUNLIV,NIFTY SMALLCAP 250
WHIRLPOOL,NIFTY SMALLCAP 250
WOCKPHARMA,NIFTY SMALLCAP 250
ZFCVINDIA,NIFTY SMALLCAP 250
ZEEL,NIFTY SMALLCAP 250
ZENTEC,NIFTY SMALLCAP 250
ZENSARTECH,NIFTY SMALLCAP 250
ECLERX,NIFTY SMALLCAP 250
360ONE,NIFTY MIDSMALLCAP 400
3MINDIA,NIFTY MIDSMALLCAP 400
ACC,NIFTY MIDSMALLCAP 400
ACMESOLAR,NIFTY MIDSMALLCAP 400
AIAENG,NIFTY MIDSMALLCAP 400
APLAPOLLO,NIFTY MIDSMALLCAP 400
AUBANK,NIFTY MIDSMALLCAP 400
AWL,NIFTY MIDSMALLCAP 400
AADHARHFC,NIFTY MIDSMALLCAP 400
AARTIIND,NIFTY MIDSMALLCAP 400
AAVAS,NIFTY MIDSMALLCAP 400
ABBOTINDIA,NIFTY MIDSMALLCAP 400
ACE,NIFTY MIDSMALLCAP 400
ATGL,NIFTY MIDSMALLCAP 400
ABCAPITAL,NIFTY MIDSMALLCAP 400
ABFRL,NIFTY MIDSMALLCAP 400
ABLBL,NIFTY MIDSMALLCAP 400
ABREL,NIFTY MIDSMALLCAP 400
ABSLAMC,NIFTY MIDSMALLCAP 400
AEGISLOG,NIFTY MIDSMALLCAP 400
AEGISVOPAK,NIFTY MIDSMALLCAP 400
AFCONS,NIFTY MIDSMALLCAP 400
AFFLE,NIFTY MIDSMALLCAP 400
AJANTPHARM,NIFTY MIDSMALLCAP 400
AKUMS,NIFTY MIDSMALLCAP 400
AKZOINDIA,NIFTY MIDSMALLCAP 400
APLLTD,NIFTY MIDSMALLCAP 400
ALKEM,NIFTY MIDSMALLCAP 400
ALKYLAMINE,NIFTY MIDSMALLCAP 400
ALOKINDS,NIFTY MIDSMALLCAP 400
ARE&M,NIFTY MIDSMALLCAP 400
AMBER,NIFTY MIDSMALLCAP 400
ANANDRATHI,NIFTY MIDSMALLCAP 400
ANANTRAJ,NIFTY MIDSMALLCAP 400
ANGELONE,NIFTY MIDSMALLCAP 400
APARINDS,NIFTY MIDSMALLCAP 400
APOLLOTYRE,NIFTY MIDSMALLCAP 400
APTUS,NIFTY MIDSMALLCAP 400
ASAHIINDIA,NIFTY MIDSMALLCAP 400
ASHOKLEY,NIFTY MIDSMALLCAP 400
ASTERDM,NIFTY MIDSMALLCAP 400
ASTRAZEN,NIFTY MIDSMALLCAP 400
ASTRAL,NIFTY MIDSMALLCAP 400
ATHERENERG,NIFTY MIDSMALLCAP 400
ATUL,NIFTY MIDSMALLCAP 400
AUROPHARMA,NIFTY MIDSMALLCAP 400
AIIL,NIFTY MIDSMALLCAP 400
BASF,NIFTY MIDSMALLCAP 400
BEML,NIFTY MIDSMALLCAP 400
BLS,NIFTY MIDSMALLCAP 400
BSE,NIFTY MIDSMALLCAP 400
BALKRISIND,NIFTY MIDSMALLCAP 400
BALRAMCHIN,NIFTY MIDSMALLCAP 400
BANDHANBNK,NIFTY MIDSMALLCAP 400
BANKINDIA,NIFTY MIDSMALLCAP 400
MAHABANK,NIFTY MIDSMALLCAP 400
BATAINDIA,NIFTY MIDSMALLCAP 400
BAYERCROP,NIFTY MIDSMALLCAP 400
BERGEPAINT,NIFTY MIDSMALLCAP 400
BDL,NIFTY MIDSMALLCAP 400
BHARATFORG,NIFTY MIDSMALLCAP 400
BHEL,NIFTY MIDSMALLCAP 400
BHARTIHEXA,NIFTY MIDSMALLCAP 400
BIKAJI,NIFTY MIDSMALLCAP 400
BIOCON,NIFTY MIDSMALLCAP 400
BSOFT,NIFTY MIDSMALLCAP 400
BLUEDART,NIFTY MIDSMALLCAP 400
BLUEJET,NIFTY MIDSMALLCAP 400
BLUESTARCO,NIFTY MIDSMALLCAP 400
BBTC,NIFTY MIDSMALLCAP 400
FIRSTCRY,NIFTY MIDSMALLCAP 400
BRIGADE,NIFTY MIDSMALLCAP 400
MAPMYINDIA,NIFTY MIDSMALLCAP 400
CCL,NIFTY MIDSMALLCAP 400
CESC,NIFTY MIDSMALLCAP 400
CRISIL,NIFTY MIDSMALLCAP 400
CAMPUS,NIFTY MIDSMALLCAP 400
CANFINHOME,NIFTY MIDSMALLCAP 400
CAPLIPOINT,NIFTY MIDSMALLCAP 400
CGCL,NIFTY MIDSMALLCAP 400
CARBORUNIV,NIFTY MIDSMALLCAP 400
CASTROLIND,NIFTY MIDSMALLCAP 400
CEATLTD,NIFTY MIDSMALLCAP 400
CENTRALBK,NIFTY MIDSMALLCAP 400
CDSL,NIFTY MIDSMALLCAP 400
CENTURYPLY,NIFTY MIDSMALLCAP 400
CERA,NIFTY MIDSMALLCAP 400
CHALET,NIFTY MIDSMALLCAP 400
CHAMBLFERT,NIFTY MIDSMALLCAP 400
CHENNPETRO,NIFTY MIDSMALLCAP 400
CHOICEIN,NIFTY MIDSMALLCAP 400
CHOLAHLDNG,NIFTY MIDSMALLCAP 400
CUB,NIFTY MIDSMALLCAP 400
CLEAN,NIFTY MIDSMALLCAP 400
COCHINSHIP,NIFTY MIDSMALLCAP 400
COFORGE,NIFTY MIDSMALLCAP 400
COHANCE,NIFTY MIDSMALLCAP 400
COLPAL,NIFTY MIDSMALLCAP 400
CAMS,NIFTY MIDSMALLCAP 400
CONCORDBIO,NIFTY MIDSMALLCAP 400
CONCOR,NIFTY MIDSMALLCAP 400
COROMANDEL,NIFTY MIDSMALLCAP 400
CRAFTSMAN,NIFTY MIDSMALLCAP 400
CREDITACC,NIFTY MIDSMALLCAP 400
CROMPTON,NIFTY MIDSMALLCAP 400
CUMMINSIND,NIFTY MIDSMALLCAP 400
CYIENT,NIFTY MIDSMALLCAP 400
DCMSHRIRAM,NIFTY MIDSMALLCAP 400
DOMS,NIFTY MIDSMALLCAP 400
DABUR,NIFTY MIDSMALLCAP 400
DALBHARAT,NIFTY MIDSMALLCAP 400
DATAPATTNS,NIFTY MIDSMALLCAP 400
DEEPAKFERT,NIFTY MIDSMALLCAP 400
DEEPAKNTR,NIFTY MIDSMALLCAP 400
DELHIVERY,NIFTY MIDSMALLCAP 400
DEVYANI,NIFTY MIDSMALLCAP 400
DIXON,NIFTY MIDSMALLCAP 400
AGARWALEYE,NIFTY MIDSMALLCAP 400
LALPATHLAB,NIFTY MIDSMALLCAP 400
EIDPARRY,NIFTY MIDSMALLCAP 400
EIHOTEL,NIFTY MIDSMALLCAP 400
ELECON,NIFTY MIDSMALLCAP 400
ELGIEQUIP,NIFTY MIDSMALLCAP 400
EMAMILTD,NIFTY MIDSMALLCAP 400
EMCURE,NIFTY MIDSMALLCAP 400
ENDURANCE,NIFTY MIDSMALLCAP 400
ENGINERSIN,NIFTY MIDSMALLCAP 400
ERIS,NIFTY MIDSMALLCAP 400
ESCORTS,NIFTY MIDSMALLCAP 400
EXIDEIND,NIFTY MIDSMALLCAP 400
NYKAA,NIFTY MIDSMALLCAP 400
FEDERALBNK,NIFTY MIDSMALLCAP 400
FACT,NIFTY MIDSMALLCAP 400
FINCABLES,NIFTY MIDSMALLCAP 400
FINPIPE,NIFTY MIDSMALLCAP 400
FSL,NIFTY MIDSMALLCAP 400
FIVESTAR,NIFTY MIDSMALLCAP 400
FORCEMOT,NIFTY MIDSMALLCAP 400
FORTIS,NIFTY MIDSMALLCAP 400
GVT&D,NIFTY MIDSMALLCAP 400
GMRAIRPORT,NIFTY MIDSMALLCAP 400
GRSE,NIFTY MIDSMALLCAP 400
GICRE,NIFTY MIDSMALLCAP 400
GILLETTE,NIFTY MIDSMALLCAP 400
GLAND,NIFTY MIDSMALLCAP 400
GLAXO,NIFTY MIDSMALLCAP 400
GLENMARK,NIFTY MIDSMALLCAP 400
MEDANTA,NIFTY MIDSMALLCAP 400
GODIGIT,NIFTY MIDSMALLCAP 400
GPIL,NIFTY MIDSMALLCAP 400
GODFRYPHLP,NIFTY MIDSMALLCAP 400
GODREJAGRO,NIFTY MIDSMALLCAP 400
GODREJIND,NIFTY MIDSMALLCAP 400
GODREJPROP,NIFTY MIDSMALLCAP 400
GRANULES,NIFTY MIDSMALLCAP 400
GRAPHITE,NIFTY MIDSMALLCAP 400
GRAVITA,NIFTY MIDSMALLCAP 400
GESHIP,NIFTY MIDSMALLCAP 400
FLUOROCHEM,NIFTY MIDSMALLCAP 400
GUJGASLTD,NIFTY MIDSMALLCAP 400
GMDCLTD,NIFTY MIDSMALLCAP 400
GSPL,NIFTY MIDSMALLCAP 400
HEG,NIFTY MIDSMALLCAP 400
HBLENGINE,NIFTY MIDSMALLCAP 400
HDFCAMC,NIFTY MIDSMALLCAP 400
HFCL,NIFTY MIDSMALLCAP 400
HAPPSTMNDS,NIFTY MIDSMALLCAP 400
HEROMOTOCO,NIFTY MIDSMALLCAP 400
HEXT,NIFTY MIDSMALLCAP 400
HSCL,NIFTY MIDSMALLCAP 400
HINDCOPPER,NIFTY MIDSMALLCAP 400
HINDPETRO,NIFTY MIDSMALLCAP 400
POWERINDIA,NIFTY MIDSMALLCAP 400
HOMEFIRST,NIFTY MIDSMALLCAP 400
HONASA,NIFTY MIDSMALLCAP 400
HONAUT,NIFTY MIDSMALLCAP 400
HUDCO,NIFTY MIDSMALLCAP 400
ICICIPRULI,NIFTY MIDSMALLCAP 400
IDBI,NIFTY MIDSMALLCAP 400
IDFCFIRSTB,NIFTY MIDSMALLCAP 400
IFCI,NIFTY MIDSMALLCAP 400
IIFL,NIFTY MIDSMALLCAP 400
INOXINDIA,NIFTY MIDSMALLCAP 400
IRB,NIFTY MIDSMALLCAP 400
IRCON,NIFTY MIDSMALLCAP 400
ITCHOTELS,NIFTY MIDSMALLCAP 400
ITI,NIFTY MIDSMALLCAP 400
INDGN,NIFTY MIDSMALLCAP 400
INDIACEM,NIFTY MIDSMALLCAP 400
INDIAMART,NIFTY MIDSMALLCAP 400
INDIANB,NIFTY MIDSMALLCAP 400
IEX,NIFTY MIDSMALLCAP 400
IOB,NIFTY MIDSMALLCAP 400
IRCTC,NIFTY MIDSMALLCAP 400
IREDA,NIFTY MIDSMALLCAP 400
IGL,NIFTY MIDSMALLCAP 400
INDUSTOWER,NIFTY MIDSMALLCAP 400
INDUSINDBK,NIFTY MIDSMALLCAP 400
INOXWIND,NIFTY MIDSMALLCAP 400
INTELLECT,NIFTY MIDSMALLCAP 400
IGIL,NIFTY MIDSMALLCAP 400
IKS,NIFTY MIDSMALLCAP 400
IPCALAB,NIFTY MIDSMALLCAP 400
JBCHEPHARM,NIFTY MIDSMALLCAP 400
JKCEMENT,NIFTY MIDSMALLCAP 400
JBMA,NIFTY MIDSMALLCAP 400
JKTYRE,NIFTY MIDSMALLCAP 400
JMFINANCIL,NIFTY MIDSMALLCAP 400
JSWINFRA,NIFTY MIDSMALLCAP 400
JPPOWER,NIFTY MIDSMALLCAP 400
J&KBANK,NIFTY MIDSMALLCAP 400
JINDALSAW,NIFTY MIDSMALLCAP 400
JSL,NIFTY MIDSMALLCAP 400
JUBLFOOD,NIFTY MIDSMALLCAP 400
JUBLINGREA,NIFTY MIDSMALLCAP 400
JUBLPHARMA,NIFTY MIDSMALLCAP 400
JWL,NIFTY MIDSMALLCAP 400
JYOTHYLAB,NIFTY MIDSMALLCAP 400
JYOTICNC,NIFTY MIDSMALLCAP 400
KPRMILL,NIFTY MIDSMALLCAP 400
KEI,NIFTY MIDSMALLCAP 400
KPITTECH,NIFTY MIDSMALLCAP 400
KSB,NIFTY MIDSMALLCAP 400
KAJARIACER,NIFTY MIDSMALLCAP 400
KPIL,NIFTY MIDSMALLCAP 400
KALYANKJIL,NIFTY MIDSMALLCAP 400
KARURVYSYA,NIFTY MIDSMALLCAP 400
KAYNES,NIFTY MIDSMALLCAP 400
KEC,NIFTY MIDSMALLCAP 400
KFINTECH,NIFTY MIDSMALLCAP 400
KIRLOSBROS,NIFTY MIDSMALLCAP 400
KIRLOSENG,NIFTY MIDSMALLCAP 400
KIMS,NIFTY MIDSMALLCAP 400
LTF,NIFTY MIDSMALLCAP 400
LTTS,NIFTY MIDSMALLCAP 400
LICHSGFIN,NIFTY MIDSMALLCAP 400
LTFOODS,NIFTY MIDSMALLCAP 400
LATENTVIEW,NIFTY MIDSMALLCAP 400
LAURUSLABS,NIFTY MIDSMALLCAP 400
THELEELA,NIFTY MIDSMALLCAP 400
LEMONTREE,NIFTY MIDSMALLCAP 400
LINDEINDIA,NIFTY MIDSMALLCAP 400
LLOYDSME,NIFTY MIDSMALLCAP 400
LUPIN,NIFTY MIDSMALLCAP 400
MMTC,NIFTY MIDSMALLCAP 400
MRF,NIFTY MIDSMALLCAP 400
MGL,NIFTY MIDSMALLCAP 400
MAHSCOOTER,NIFTY MIDSMALLCAP 400
MAHSEAMLES,NIFTY MIDSMALLCAP 400
M&MFIN,NIFTY MIDSMALLCAP 400
MANAPPURAM,NIFTY MIDSMALLCAP 400
MRPL,NIFTY MIDSMALLCAP 400
MANKIND,NIFTY MIDSMALLCAP 400
MARICO,NIFTY MIDSMALLCAP 400
MFSL,NIFTY MIDSMALLCAP 400
METROPOLIS,NIFTY MIDSMALLCAP 400
MINDACORP,NIFTY MIDSMALLCAP 400
MSUMI,NIFTY MIDSMALLCAP 400
MOTILALOFS,NIFTY MIDSMALLCAP 400
MPHASIS,NIFTY MIDSMALLCAP 400
MCX,NIFTY MIDSMALLCAP 400
MUTHOOTFIN,NIFTY MIDSMALLCAP 400
NATCOPHARM,NIFTY MIDSMALLCAP 400
NBCC,NIFTY MIDSMALLCAP 400
NCC,NIFTY MIDSMALLCAP 400
NHPC,NIFTY MIDSMALLCAP 400
NLCINDIA,NIFTY MIDSMALLCAP 400
NMDC,NIFTY MIDSMALLCAP 400
NSLNISP,NIFTY MIDSMALLCAP 400
NTPCGREEN,NIFTY MIDSMALLCAP 400
NH,NIFTY MIDSMALLCAP 400
NATIONALUM,NIFTY MIDSMALLCAP 400
NAVA,NIFTY MIDSMALLCAP 400
NAVINFLUOR,NIFTY MIDSMALLCAP 400
NETWEB,NIFTY MIDSMALLCAP 400
NEULANDLAB,NIFTY MIDSMALLCAP 400
NEWGEN,NIFTY MIDSMALLCAP 400
NAM-INDIA,NIFTY MIDSMALLCAP 400
NIVABUPA,NIFTY MIDSMALLCAP 400
NUVAMA,NIFTY MIDSMALLCAP 400
NUVOCO,NIFTY MIDSMALLCAP 400
OBEROIRLTY,NIFTY MIDSMALLCAP 400
OIL,NIFTY MIDSMALLCAP 400
OLAELEC,NIFTY MIDSMALLCAP 400
OLECTRA,NIFTY MIDSMALLCAP 400
PAYTM,NIFTY MIDSMALLCAP 400
ONESOURCE,NIFTY MIDSMALLCAP 400
OFSS,NIFTY MIDSMALLCAP 400
POLICYBZR,NIFTY MIDSMALLCAP 400
PCBL,NIFTY MIDSMALLCAP 400
PGEL,NIFTY MIDSMALLCAP 400
PIIND,NIFTY MIDSMALLCAP 400
PNBHOUSING,NIFTY MIDSMALLCAP 400
PTCIL,NIFTY MIDSMALLCAP 400
PVRINOX,NIFTY MIDSMALLCAP 400
PAGEIND,NIFTY MIDSMALLCAP 400
PATANJALI,NIFTY MIDSMALLCAP 400
PERSISTENT,NIFTY MIDSMALLCAP 400
PETRONET,NIFTY MIDSMALLCAP 400
PFIZER,NIFTY MIDSMALLCAP 400
PHOENIXLTD,NIFTY MIDSMALLCAP 400
PPLPHARMA,NIFTY MIDSMALLCAP 400
POLYMED,NIFTY MIDSMALLCAP 400
POLYCAB,NIFTY MIDSMALLCAP 400
POONAWALLA,NIFTY MIDSMALLCAP 400
PRAJIND,NIFTY MIDSMALLCAP 400
PREMIERENE,NIFTY MIDSMALLCAP 400
PRESTIGE,NIFTY MIDSMALLCAP 400
PGHH,NIFTY MIDSMALLCAP 400
RRKABEL,NIFTY MIDSMALLCAP 400
RBLBANK,NIFTY MIDSMALLCAP 400
RHIM,NIFTY MIDSMALLCAP 400
RITES,NIFTY MIDSMALLCAP 400
RADICO,NIFTY MIDSMALLCAP 400
RVNL,NIFTY MIDSMALLCAP 400
RAILTEL,NIFTY MIDSMALLCAP 400
RAINBOW,NIFTY MIDSMALLCAP 400
RKFORGE,NIFTY MIDSMALLCAP 400
RCF,NIFTY MIDSMALLCAP 400
REDINGTON,NIFTY MIDSMALLCAP 400
RELINFRA,NIFTY MIDSMALLCAP 400
RPOWER,NIFTY MIDSMALLCAP 400
SBFC,NIFTY MIDSMALLCAP 400
SBICARD,NIFTY MIDSMALLCAP 400
SJVN,NIFTY MIDSMALLCAP 400
SKFINDUS,NIFTY MIDSMALLCAP 400
SKFINDIA,NIFTY MIDSMALLCAP 400
SRF,NIFTY MIDSMALLCAP 400
SAGILITY,NIFTY MIDSMALLCAP 400
SAILIFE,NIFTY MIDSMALLCAP 400
SAMMAANCAP,NIFTY MIDSMALLCAP 400
SAPPHIRE,NIFTY MIDSMALLCAP 400
SARDAEN,NIFTY MIDSMALLCAP 400
SAREGAMA,NIFTY MIDSMALLCAP 400
SCHAEFFLER,NIFTY MIDSMALLCAP 400
SCHNEIDER,NIFTY MIDSMALLCAP 400
SCI,NIFTY MIDSMALLCAP 400
SHYAMMETL,NIFTY MIDSMALLCAP 400
SIGNATURE,NIFTY MIDSMALLCAP 400
SOBHA,NIFTY MIDSMALLCAP 400
SONACOMS,NIFTY MIDSMALLCAP 400
SONATSOFTW,NIFTY MIDSMALLCAP 400
STARHEALTH,NIFTY MIDSMALLCAP 400
SAIL,NIFTY MIDSMALLCAP 400
SUMICHEM,NIFTY MIDSMALLCAP 400
SUNTV,NIFTY MIDSMALLCAP 400
SUNDARMFIN,NIFTY MIDSMALLCAP 400
SUNDRMFAST,NIFTY MIDSMALLCAP 400
SUPREMEIND,NIFTY MIDSMALLCAP 400
SUZLON,NIFTY MIDSMALLCAP 400
SWANCORP,NIFTY MIDSMALLCAP 400
SWIGGY,NIFTY MIDSMALLCAP 400
SYNGENE,NIFTY MIDSMALLCAP 400
SYRMA,NIFTY MIDSMALLCAP 400
TBOTEK,NIFTY MIDSMALLCAP 400
TATACHEM,NIFTY MIDSMALLCAP 400
TATACOMM,NIFTY MIDSMALLCAP 400
TATAELXSI,NIFTY MIDSMALLCAP 400
TATAINVEST,NIFTY MIDSMALLCAP 400
TATATECH,NIFTY MIDSMALLCAP 400
TTML,NIFTY MIDSMALLCAP 400
TECHNOE,NIFTY MIDSMALLCAP 400
TEJASNET,NIFTY MIDSMALLCAP 400
NIACL,NIFTY MIDSMALLCAP 400
RAMCOCEM,NIFTY MIDSMALLCAP 400
THERMAX,NIFTY MIDSMALLCAP 400
TIMKEN,NIFTY MIDSMALLCAP 400
TITAGARH,NIFTY MIDSMALLCAP 400
TORNTPOWER,NIFTY MIDSMALLCAP 400
TARIL,NIFTY MIDSMALLCAP 400
TRIDENT,NIFTY MIDSMALLCAP 400
TRIVENI,NIFTY MIDSMALLCAP 400
TRITURBINE,NIFTY MIDSMALLCAP 400
TIINDIA,NIFTY MIDSMALLCAP 400
UCOBANK,NIFTY MIDSMALLCAP 400
UNOMINDA,NIFTY MIDSMALLCAP 400
UPL,NIFTY MIDSMALLCAP 400
UTIAMC,NIFTY MIDSMALLCAP 400
UNIONBANK,NIFTY MIDSMALLCAP 400
UBL,NIFTY MIDSMALLCAP 400
USHAMART,NIFTY MIDSMALLCAP 400
VGUARD,NIFTY MIDSMALLCAP 400
DBREALTY,NIFTY MIDSMALLCAP 400
VTL,NIFTY MIDSMALLCAP 400
MANYAVAR,NIFTY MIDSMALLCAP 400
VENTIVE,NIFTY MIDSMALLCAP 400
VIJAYA,NIFTY MIDSMALLCAP 400
VMM,NIFTY MIDSMALLCAP 400
IDEA,NIFTY MIDSMALLCAP 400
VOLTAS,NIFTY MIDSMALLCAP 400
WAAREEENER,NIFTY MIDSMALLCAP 400
WELCORP,NIFTY MIDSMALLCAP 400
WELSPUNLIV,NIFTY MIDSMALLCAP 400
WHIRLPOOL,NIFTY MIDSMALLCAP 400
WOCKPHARMA,NIFTY MIDSMALLCAP 400
YESBANK,NIFTY MIDSMALLCAP 400
ZFCVINDIA,NIFTY MIDSMALLCAP 400
ZEEL,NIFTY MIDSMALLCAP 400
ZENTEC,NIFTY MIDSMALLCAP 400
ZENSARTECH,NIFTY MIDSMALLCAP 400
ECLERX,NIFTY MIDSMALLCAP 400
AUBANK,NIFTY BANK
AXISBANK,NIFTY BANK
BANKBARODA,NIFTY BANK
CANBK,NIFTY BANK
FEDERALBNK,NIFTY BANK
HDFCBANK,NIFTY BANK
ICICIBANK,NIFTY BANK
IDFCFIRSTB,NIFTY BANK
INDUSINDBK,NIFTY BANK
KOTAKBANK,NIFTY BANK
PNB,NIFTY BANK
SBIN,NIFTY BANK
BANKBARODA,NIFTY PSU BANK
BANKINDIA,NIFTY PSU BANK
MAHABANK,NIFTY PSU BANK
CANBK,NIFTY PSU BANK
CENTRALBK,NIFTY PSU BANK
INDIANB,NIFTY PSU BANK
IOB,NIFTY PSU BANK
PSB,NIFTY PSU BANK
PNB,NIFTY PSU BANK
SBIN,NIFTY PSU BANK
UCOBANK,NIFTY PSU BANK
UNIONBANK,NIFTY PSU BANK
COFORGE,NIFTY IT
HCLTECH,NIFTY IT
INFY,NIFTY IT
LTIM,NIFTY IT
MPHASIS,NIFTY IT
OFSS,NIFTY IT
PERSISTENT,NIFTY IT
TCS,NIFTY IT
TECHM,NIFTY IT
WIPRO,NIFTY IT
ABBOTINDIA,NIFTY PHARMA
AJANTPHARM,NIFTY PHARMA
ALKEM,NIFTY PHARMA
AUROPHARMA,NIFTY PHARMA
BIOCON,NIFTY PHARMA
CIPLA,NIFTY PHARMA
DIVISLAB,NIFTY PHARMA
DRREDDY,NIFTY PHARMA
GLAND,NIFTY PHARMA
GLENMARK,NIFTY PHARMA
IPCALAB,NIFTY PHARMA
JBCHEPHARM,NIFTY PHARMA
LAURUSLABS,NIFTY PHARMA
LUPIN,NIFTY PHARMA
MANKIND,NIFTY PHARMA
PPLPHARMA,NIFTY PHARMA
SUNPHARMA,NIFTY PHARMA
TORNTPHARM,NIFTY PHARMA
WOCKPHARMA,NIFTY PHARMA
ZYDUSLIFE,NIFTY PHARMA
BRITANNIA,NIFTY FMCG
COLPAL,NIFTY FMCG
DABUR,NIFTY FMCG
DUMMYHDLVR,NIFTY FMCG
EMAMILTD,NIFTY FMCG
GODREJCP,NIFTY FMCG
HINDUNILVR,NIFTY FMCG
ITC,NIFTY FMCG
MARICO,NIFTY FMCG
NESTLEIND,NIFTY FMCG
PATANJALI,NIFTY FMCG
RADICO,NIFTY FMCG
TATACONSUM,NIFTY FMCG
UBL,NIFTY FMCG
UNITDSPR,NIFTY FMCG
VBL,NIFTY FMCG
ASHOKLEY,NIFTY AUTO
BAJAJ-AUTO,NIFTY AUTO
BHARATFORG,NIFTY AUTO
BOSCHLTD,NIFTY AUTO
EICHERMOT,NIFTY AUTO
EXIDEIND,NIFTY AUTO
HEROMOTOCO,NIFTY AUTO
M&M,NIFTY AUTO
MARUTI,NIFTY AUTO
MOTHERSON,NIFTY AUTO
SONACOMS,NIFTY AUTO
TVSMOTOR,NIFTY AUTO
TMPV,NIFTY AUTO
TIINDIA,NIFTY AUTO
UNOMINDA,NIFTY AUTO
APLAPOLLO,NIFTY METAL
ADANIENT,NIFTY METAL
HINDALCO,NIFTY METAL
HINDCOPPER,NIFTY METAL
HINDZINC,NIFTY METAL
JSWSTEEL,NIFTY METAL
JSL,NIFTY METAL
JINDALSTEL,NIFTY METAL
LLOYDSME,NIFTY METAL
NMDC,NIFTY METAL
NATIONALUM,NIFTY METAL
SAIL,NIFTY METAL
TATASTEEL,NIFTY METAL
VEDL,NIFTY METAL
WELCORP,NIFTY METAL
ABB,NIFTY ENERGY
ADANIENSOL,NIFTY ENERGY
ADANIGREEN,NIFTY ENERGY
ADANIPOWER,NIFTY ENERGY
ATGL,NIFTY ENERGY
AEGISLOG,NIFTY ENERGY
BHEL,NIFTY ENERGY
BPCL,NIFTY ENERGY
CESC,NIFTY ENERGY
CGPOWER,NIFTY ENERGY
CASTROLIND,NIFTY ENERGY
COALINDIA,NIFTY ENERGY
GAIL,NIFTY ENERGY
GVT&D,NIFTY ENERGY
GUJGASLTD,NIFTY ENERGY
GSPL,NIFTY ENERGY
HINDPETRO,NIFTY ENERGY
POWERINDIA,NIFTY ENERGY
IOC,NIFTY ENERGY
IGL,NIFTY ENERGY
INOXWIND,NIFTY ENERGY
JSWENERGY,NIFTY ENERGY
JPPOWER,NIFTY ENERGY
MGL,NIFTY ENERGY
NHPC,NIFTY ENERGY
NLCINDIA,NIFTY ENERGY
NTPC,NIFTY ENERGY
ONGC,NIFTY ENERGY
OIL,NIFTY ENERGY
PETRONET,NIFTY ENERGY
POWERGRID,NIFTY ENERGY
RELIANCE,NIFTY ENERGY
RPOWER,NIFTY ENERGY
SJVN,NIFTY ENERGY
ENRIN,NIFTY ENERGY
SIEMENS,NIFTY ENERGY
SUZLON,NIFTY ENERGY
TATAPOWER,NIFTY ENERGY
THERMAX,NIFTY ENERGY
TORNTPOWER,NIFTY ENERGY
ANANTRAJ,NIFTY REALTY
BRIGADE,NIFTY REALTY
DLF,NIFTY REALTY
GODREJPROP,NIFTY REALTY
LODHA,NIFTY REALTY
OBEROIRLTY,NIFTY REALTY
PHOENIXLTD,NIFTY REALTY
PRESTIGE,NIFTY REALTY
SIGNATURE,NIFTY REALTY
SOBHA,NIFTY REALTY
APLAPOLLO,NIFTY COMMODITIES
ADANIENSOL,NIFTY COMMODITIES
ADANIGREEN,NIFTY COMMODITIES
ADANIPOWER,NIFTY COMMODITIES
AMBUJACEM,NIFTY COMMODITIES
BPCL,NIFTY COMMODITIES
COALINDIA,NIFTY COMMODITIES
GRASIM,NIFTY COMMODITIES
HINDALCO,NIFTY COMMODITIES
HINDPETRO,NIFTY COMMODITIES
IOC,NIFTY COMMODITIES
